county,fips,candidate,state,votes
Pierce County,53053,Donald Trump,WA,146824
Pierce County,53053,Gary Johnson,WA,19909
Pierce County,53053,Jill Stein,WA,6144
Pierce County,53053,Darrell Castle,WA,2121
Pierce County,53053,Alyson Kennedy,WA,539
Pierce County,53053,Gloria La Riva,WA,410
Ventura County,6111,Hillary Clinton,CA,194402
Ventura County,6111,Donald Trump,CA,132323
Ventura County,6111,Gary Johnson,CA,13679
Ventura County,6111,Jill Stein,CA,6315
Ventura County,6111,Gloria La Riva,CA,1481
Bucks County,42017,Hillary Clinton,PA,167060
Bucks County,42017,Donald Trump,PA,164361
Bucks County,42017,Gary Johnson,PA,8556
Bucks County,42017,Jill Stein,PA,3121
Bucks County,42017,Darrell Castle,PA,1199
Monroe County,36055,Hillary Clinton,NY,188592
Monroe County,36055,Donald Trump,NY,136582
Monroe County,36055,Gary Johnson,NY,13205
Monroe County,36055,Jill Stein,NY,5289
Snohomish County,53061,Hillary Clinton,WA,185227
Snohomish County,53061,Donald Trump,WA,128255
Snohomish County,53061,Gary Johnson,WA,19347
Snohomish County,53061,Jill Stein,WA,6396
Snohomish County,53061,Darrell Castle,WA,2116
Snohomish County,53061,Alyson Kennedy,WA,474
Snohomish County,53061,Gloria La Riva,WA,358
NA,ND,Donald Trump,ND,216794
NA,ND,Hillary Clinton,ND,93758
NA,ND,Gary Johnson,ND,21434
NA,ND,Jill Stein,ND,3780
NA,ND,Darrell Castle,ND,1833
NA,ND,Rocky De La Fuente,ND,364
Shelby County,47157,Hillary Clinton,TN,208992
Shelby County,47157,Donald Trump,TN,116344
Shelby County,47157,Gary Johnson,TN,6939
Shelby County,47157,Jill Stein,TN,1986
Shelby County,47157,Mike Smith,TN,619
Shelby County,47157,Rocky De La Fuente,TN,540
Shelby County,47157,Alyson Kennedy,TN,358
Denver County,8031,Hillary Clinton,CO,244551
Denver County,8031,Donald Trump,CO,62690
Denver County,8031,Gary Johnson,CO,14861
Denver County,8031,Jill Stein,CO,5580
Denver County,8031,Evan McMullin,CO,2110
Denver County,8031,Darrell Castle,CO,623
Denver County,8031,Chris Keniston,CO,290
Denver County,8031,Rocky De La Fuente,CO,166
Denver County,8031,Mike Smith,CO,122
Denver County,8031,Michael Maturen,CO,121
Denver County,8031,Kyle Kopitke,CO,110
Denver County,8031,Joseph Maldonado,CO,83
Denver County,8031,Rod Silva,CO,76
Denver County,8031,Tom Hoefling,CO,75
Denver County,8031,Gloria La Riva,CO,75
Denver County,8031,Alyson Kennedy,CO,62
Denver County,8031,Emidio Soltysik,CO,54
Denver County,8031,Ryan Scott,CO,49
Denver County,8031,Frank Atwood,CO,46
Denver County,8031,Bradford Lyttle,CO,45
Denver County,8031,Laurence Kotlikoff,CO,43
Denver County,8031,Jim Hedges,CO,20
Jefferson County,8059,Hillary Clinton,CO,160776
Jefferson County,8059,Donald Trump,CO,138177
Jefferson County,8059,Gary Johnson,CO,18537
Jefferson County,8059,Jill Stein,CO,4579
Jefferson County,8059,Evan McMullin,CO,3539
Jefferson County,8059,Darrell Castle,CO,1369
Jefferson County,8059,Chris Keniston,CO,588
Jefferson County,8059,Mike Smith,CO,229
Jefferson County,8059,Kyle Kopitke,CO,134
Jefferson County,8059,Rocky De La Fuente,CO,132
Jefferson County,8059,Michael Maturen,CO,123
Jefferson County,8059,Ryan Scott,CO,112
Jefferson County,8059,Tom Hoefling,CO,94
Jefferson County,8059,Joseph Maldonado,CO,91
Jefferson County,8059,Rod Silva,CO,91
Jefferson County,8059,Gloria La Riva,CO,54
Jefferson County,8059,Laurence Kotlikoff,CO,53
Jefferson County,8059,Bradford Lyttle,CO,53
Jefferson County,8059,Alyson Kennedy,CO,51
Jefferson County,8059,Frank Atwood,CO,47
Jefferson County,8059,Emidio Soltysik,CO,31
Jefferson County,8059,Jim Hedges,CO,22
Cobb County,13067,Hillary Clinton,GA,160121
Cobb County,13067,Donald Trump,GA,152912
Cobb County,13067,Gary Johnson,GA,14466
Lee County,12071,Donald Trump,FL,191551
Lee County,12071,Hillary Clinton,FL,124908
Lee County,12071,Gary Johnson,FL,6982
Lee County,12071,Jill Stein,FL,2127
Lee County,12071,Darrell Castle,FL,558
Lee County,12071,Rocky De La Fuente,FL,292
Middlesex County,34023,Hillary Clinton,NJ,193044
Middlesex County,34023,Donald Trump,NJ,122953
Middlesex County,34023,Gary Johnson,NJ,5446
Middlesex County,34023,Jill Stein,NJ,3452
Middlesex County,34023,Alyson Kennedy,NJ,436
Middlesex County,34023,Darrell Castle,NJ,368
Middlesex County,34023,Monica Moorehead,NJ,167
Middlesex County,34023,Rocky De La Fuente,NJ,146
Middlesex County,34023,Gloria La Riva,NJ,90
Gwinnett County,13135,Hillary Clinton,GA,166153
Gwinnett County,13135,Donald Trump,GA,146989
Gwinnett County,13135,Gary Johnson,GA,12494
El Paso County,8041,Donald Trump,CO,179228
El Paso County,8041,Hillary Clinton,CO,108010
El Paso County,8041,Gary Johnson,CO,19877
El Paso County,8041,Evan McMullin,CO,4276
El Paso County,8041,Jill Stein,CO,4093
El Paso County,8041,Darrell Castle,CO,1436
El Paso County,8041,Chris Keniston,CO,724
El Paso County,8041,Mike Smith,CO,318
El Paso County,8041,Joseph Maldonado,CO,131
El Paso County,8041,Kyle Kopitke,CO,126
El Paso County,8041,Rocky De La Fuente,CO,112
El Paso County,8041,Michael Maturen,CO,94
El Paso County,8041,Tom Hoefling,CO,92
El Paso County,8041,Ryan Scott,CO,87
El Paso County,8041,Rod Silva,CO,79
El Paso County,8041,Gloria La Riva,CO,58
El Paso County,8041,Bradford Lyttle,CO,52
El Paso County,8041,Laurence Kotlikoff,CO,51
El Paso County,8041,Alyson Kennedy,CO,40
El Paso County,8041,Emidio Soltysik,CO,34
El Paso County,8041,Frank Atwood,CO,29
El Paso County,8041,Jim Hedges,CO,20
Brevard County,12009,Donald Trump,FL,181848
Brevard County,12009,Hillary Clinton,FL,119679
Brevard County,12009,Gary Johnson,FL,9451
Brevard County,12009,Jill Stein,FL,2708
Brevard County,12009,Darrell Castle,FL,744
Brevard County,12009,Rocky De La Fuente,FL,314
Monmouth County,34025,Donald Trump,NJ,166723
Monmouth County,34025,Hillary Clinton,NJ,137181
Monmouth County,34025,Gary Johnson,NJ,6388
Monmouth County,34025,Jill Stein,NJ,3189
Monmouth County,34025,Monica Moorehead,NJ,341
Monmouth County,34025,Darrell Castle,NJ,287
Monmouth County,34025,Rocky De La Fuente,NJ,104
Monmouth County,34025,Alyson Kennedy,NJ,103
Monmouth County,34025,Gloria La Riva,NJ,61
DeKalb County,13089,Hillary Clinton,GA,251370
DeKalb County,13089,Donald Trump,GA,51468
DeKalb County,13089,Gary Johnson,GA,9666
San Mateo County,6081,Hillary Clinton,CA,237882
San Mateo County,6081,Donald Trump,CA,57929
San Mateo County,6081,Gary Johnson,CA,9464
San Mateo County,6081,Jill Stein,CA,5102
San Mateo County,6081,Gloria La Riva,CA,1047
Essex County,34013,Hillary Clinton,NJ,240837
Essex County,34013,Donald Trump,NJ,63176
Essex County,34013,Gary Johnson,NJ,3111
Essex County,34013,Jill Stein,NJ,2921
Essex County,34013,Rocky De La Fuente,NJ,304
Essex County,34013,Darrell Castle,NJ,288
Essex County,34013,Alyson Kennedy,NJ,127
Essex County,34013,Monica Moorehead,NJ,95
Essex County,34013,Gloria La Riva,NJ,75
NA,AK,Donald Trump,AK,163387
NA,AK,Hillary Clinton,AK,116454
NA,AK,Gary Johnson,AK,18725
NA,AK,Jill Stein,AK,5735
NA,AK,Darrell Castle,AK,3866
NA,AK,Rocky De La Fuente,AK,1240
NA,2000,Donald Trump,AK,163387
NA,2000,Hillary Clinton,AK,116454
NA,2000,Gary Johnson,AK,18725
NA,2000,Jill Stein,AK,5735
NA,2000,Darrell Castle,AK,3866
NA,2000,Rocky De La Fuente,AK,1240
Suffolk County,25025,Hillary Clinton,MA,245751
Suffolk County,25025,Donald Trump,MA,50421
Suffolk County,25025,Gary Johnson,MA,7996
Suffolk County,25025,Jill Stein,MA,4465
Kent County,26081,Donald Trump,MI,148180
Kent County,26081,Hillary Clinton,MI,138683
Kent County,26081,Gary Johnson,MI,14246
Kent County,26081,Jill Stein,MI,3996
Kent County,26081,Darrell Castle,MI,1375
Kent County,26081,Emidio Soltysik,MI,141
Dane County,55025,Hillary Clinton,WI,217697
Dane County,55025,Donald Trump,WI,71275
Dane County,55025,Gary Johnson,WI,10541
Dane County,55025,Jill Stein,WI,4316
Dane County,55025,Darrell Castle,WI,781
Dane County,55025,Monica Moorehead,WI,175
Dane County,55025,Rocky De La Fuente,WI,139
District of Columbia,11001,Hillary Clinton,DC,282830
District of Columbia,11001,Donald Trump,DC,12723
District of Columbia,11001,Gary Johnson,DC,4906
District of Columbia,11001,Jill Stein,DC,4258
NA,DC,Hillary Clinton,DC,282830
NA,DC,Donald Trump,DC,12723
NA,DC,Gary Johnson,DC,4906
NA,DC,Jill Stein,DC,4258
Arapahoe County,8005,Hillary Clinton,CO,159885
Arapahoe County,8005,Donald Trump,CO,117053
Arapahoe County,8005,Gary Johnson,CO,16002
Arapahoe County,8005,Jill Stein,CO,3829
Arapahoe County,8005,Evan McMullin,CO,3398
Arapahoe County,8005,Darrell Castle,CO,1096
Arapahoe County,8005,Chris Keniston,CO,594
Arapahoe County,8005,Mike Smith,CO,211
Arapahoe County,8005,Kyle Kopitke,CO,132
Arapahoe County,8005,Rocky De La Fuente,CO,117
Arapahoe County,8005,Michael Maturen,CO,115
Arapahoe County,8005,Rod Silva,CO,89
Arapahoe County,8005,Tom Hoefling,CO,88
Arapahoe County,8005,Ryan Scott,CO,88
Arapahoe County,8005,Joseph Maldonado,CO,86
Arapahoe County,8005,Laurence Kotlikoff,CO,50
Arapahoe County,8005,Frank Atwood,CO,47
Arapahoe County,8005,Bradford Lyttle,CO,47
Arapahoe County,8005,Gloria La Riva,CO,43
Arapahoe County,8005,Alyson Kennedy,CO,37
Arapahoe County,8005,Emidio Soltysik,CO,21
Arapahoe County,8005,Jim Hedges,CO,18
Jackson County,29095,Hillary Clinton,MO,168972
Jackson County,29095,Donald Trump,MO,116211
Jackson County,29095,Gary Johnson,MO,10843
Jackson County,29095,Jill Stein,MO,3525
Jackson County,29095,Darrell Castle,MO,1443
Will County,17197,Hillary Clinton,IL,151927
Will County,17197,Donald Trump,IL,132720
Will County,17197,Gary Johnson,IL,11822
Will County,17197,Jill Stein,IL,3885
Jefferson County,1073,Hillary Clinton,AL,156873
Jefferson County,1073,Donald Trump,AL,134768
Jefferson County,1073,Gary Johnson,AL,6645
Jefferson County,1073,Jill Stein,AL,1554
Lake County,17097,Hillary Clinton,IL,171095
Lake County,17097,Donald Trump,IL,109767
Lake County,17097,Gary Johnson,IL,13312
Lake County,17097,Jill Stein,IL,3821
Delaware County,42045,Hillary Clinton,PA,177402
Delaware County,42045,Donald Trump,PA,110667
Delaware County,42045,Gary Johnson,PA,5992
Delaware County,42045,Jill Stein,PA,2588
Delaware County,42045,Darrell Castle,PA,985
Denton County,48121,Donald Trump,TX,170603
Denton County,48121,Hillary Clinton,TX,110890
Denton County,48121,Gary Johnson,TX,11583
Denton County,48121,Jill Stein,TX,2660
NA,VT,Hillary Clinton,VT,178573
NA,VT,Donald Trump,VT,95369
NA,VT,Gary Johnson,VT,10078
NA,VT,Jill Stein,VT,6758
NA,VT,Rocky De La Fuente,VT,1063
NA,VT,Gloria La Riva,VT,327
Johnson County,20091,Donald Trump,KS,137490
Johnson County,20091,Hillary Clinton,KS,129852
Johnson County,20091,Gary Johnson,KS,15156
Johnson County,20091,Jill Stein,KS,5022
Honolulu County,15003,Hillary Clinton,HI,175696
Honolulu County,15003,Donald Trump,HI,90326
Honolulu County,15003,Gary Johnson,HI,10467
Honolulu County,15003,Jill Stein,HI,6476
Honolulu County,15003,Darrell Castle,HI,2825
Polk County,12105,Donald Trump,FL,157430
Polk County,12105,Hillary Clinton,FL,117433
Polk County,12105,Gary Johnson,FL,6810
Polk County,12105,Jill Stein,FL,1647
Polk County,12105,Darrell Castle,FL,671
Polk County,12105,Rocky De La Fuente,FL,320
Fresno County,6019,Hillary Clinton,CA,141341
Fresno County,6019,Donald Trump,CA,124049
Fresno County,6019,Gary Johnson,CA,9246
Fresno County,6019,Jill Stein,CA,4300
Fresno County,6019,Gloria La Riva,CA,875
Bernalillo County,35001,Hillary Clinton,NM,143417
Bernalillo County,35001,Donald Trump,NM,94698
Bernalillo County,35001,Gary Johnson,NM,29682
Bernalillo County,35001,Jill Stein,NM,3614
Bernalillo County,35001,Evan McMullin,NM,2181
Bernalillo County,35001,Darrell Castle,NM,474
Bernalillo County,35001,Gloria La Riva,NM,445
Bernalillo County,35001,Rocky De La Fuente,NM,151
Ocean County,34029,Donald Trump,NJ,179079
Ocean County,34029,Hillary Clinton,NJ,87150
Ocean County,34029,Gary Johnson,NJ,4867
Ocean County,34029,Jill Stein,NJ,2122
Ocean County,34029,Darrell Castle,NJ,937
Ocean County,34029,Alyson Kennedy,NJ,92
Ocean County,34029,Gloria La Riva,NJ,57
Ocean County,34029,Rocky De La Fuente,NJ,39
Ocean County,34029,Monica Moorehead,NJ,19
Oklahoma County,40109,Donald Trump,OK,141569
Oklahoma County,40109,Hillary Clinton,OK,112813
Oklahoma County,40109,Gary Johnson,OK,19560
Ramsey County,27123,Hillary Clinton,MN,177738
Ramsey County,27123,Donald Trump,MN,70894
Ramsey County,27123,Gary Johnson,MN,9626
Ramsey County,27123,Evan McMullin,MN,5000
Ramsey County,27123,Jill Stein,MN,4560
Ramsey County,27123,Dan Vacek,MN,1238
Ramsey County,27123,Darrell Castle,MN,740
Ramsey County,27123,Alyson Kennedy,MN,209
Ramsey County,27123,Rocky De La Fuente,MN,125
Chester County,42029,Hillary Clinton,PA,141682
Chester County,42029,Donald Trump,PA,116114
Chester County,42029,Gary Johnson,PA,7930
Chester County,42029,Jill Stein,PA,2247
Chester County,42029,Darrell Castle,PA,827
Plymouth County,25023,Hillary Clinton,MA,135513
Plymouth County,25023,Donald Trump,MA,115369
Plymouth County,25023,Gary Johnson,MA,12542
Plymouth County,25023,Jill Stein,MA,3203
Anne Arundel County,24003,Hillary Clinton,MD,128419
Anne Arundel County,24003,Donald Trump,MD,122403
Anne Arundel County,24003,Gary Johnson,MD,10408
Anne Arundel County,24003,Jill Stein,MD,3316
New Castle County,10003,Hillary Clinton,DE,162919
New Castle County,10003,Donald Trump,DE,85525
New Castle County,10003,Gary Johnson,DE,9107
New Castle County,10003,Jill Stein,DE,3956
Volusia County,12127,Donald Trump,FL,143007
Volusia County,12127,Hillary Clinton,FL,109091
Volusia County,12127,Gary Johnson,FL,6111
Volusia County,12127,Jill Stein,FL,2003
Volusia County,12127,Darrell Castle,FL,440
Volusia County,12127,Rocky De La Fuente,FL,208
Fort Bend County,48157,Hillary Clinton,TX,134686
Fort Bend County,48157,Donald Trump,TX,117291
Fort Bend County,48157,Gary Johnson,TX,6907
Fort Bend County,48157,Jill Stein,TX,1783
Washington County,41067,Hillary Clinton,OR,153251
Washington County,41067,Donald Trump,OR,83197
Washington County,41067,Gary Johnson,OR,15266
Washington County,41067,Jill Stein,OR,6005
Montgomery County,39113,Donald Trump,OH,123909
Montgomery County,39113,Hillary Clinton,OH,122016
Montgomery County,39113,Gary Johnson,OH,8387
Montgomery County,39113,Jill Stein,OH,2282
Montgomery County,39113,Richard Duncan,OH,905
Summit County,39153,Hillary Clinton,OH,134256
Summit County,39153,Donald Trump,OH,112026
Summit County,39153,Gary Johnson,OH,7472
Summit County,39153,Jill Stein,OH,2330
Summit County,39153,Richard Duncan,OH,1041
Guilford County,37081,Hillary Clinton,NC,149248
Guilford County,37081,Donald Trump,NC,98062
Guilford County,37081,Gary Johnson,NC,6754
Morris County,34027,Donald Trump,NJ,126071
Morris County,34027,Hillary Clinton,NJ,115249
Morris County,34027,Gary Johnson,NJ,5943
Morris County,34027,Jill Stein,NJ,2532
Morris County,34027,Darrell Castle,NJ,334
Morris County,34027,Rocky De La Fuente,NJ,119
Morris County,34027,Alyson Kennedy,NJ,75
Morris County,34027,Monica Moorehead,NJ,59
Morris County,34027,Gloria La Riva,NJ,34
NA,WY,Donald Trump,WY,174419
NA,WY,Hillary Clinton,WY,55973
NA,WY,Gary Johnson,WY,13287
NA,WY,Jill Stein,WY,2515
NA,WY,Darrell Castle,WY,2042
NA,WY,Rocky De La Fuente,WY,709
Bristol County,25005,Hillary Clinton,MA,129540
Bristol County,25005,Donald Trump,MA,105443
Bristol County,25005,Gary Johnson,MA,10180
Bristol County,25005,Jill Stein,MA,3689
Tulsa County,40143,Donald Trump,OK,144258
Tulsa County,40143,Hillary Clinton,OK,87847
Tulsa County,40143,Gary Johnson,OK,14949
Davidson County,47037,Hillary Clinton,TN,148864
Davidson County,47037,Donald Trump,TN,84550
Davidson County,47037,Gary Johnson,TN,9603
Davidson County,47037,Jill Stein,TN,2459
Davidson County,47037,Mike Smith,TN,619
Davidson County,47037,Rocky De La Fuente,TN,412
Davidson County,47037,Alyson Kennedy,TN,304
Providence County,44007,Hillary Clinton,RI,143536
Providence County,44007,Donald Trump,RI,90935
Providence County,44007,Gary Johnson,RI,6788
Providence County,44007,Jill Stein,RI,3202
Providence County,44007,Rocky De La Fuente,RI,364
Kern County,6029,Donald Trump,CA,129584
Kern County,6029,Hillary Clinton,CA,98689
Kern County,6029,Gary Johnson,CA,9359
Kern County,6029,Jill Stein,CA,2887
Kern County,6029,Gloria La Riva,CA,1522
Pasco County,12101,Donald Trump,FL,142101
Pasco County,12101,Hillary Clinton,FL,90142
Pasco County,12101,Gary Johnson,FL,6129
Pasco County,12101,Jill Stein,FL,1908
Pasco County,12101,Darrell Castle,FL,578
Pasco County,12101,Rocky De La Fuente,FL,273
Lancaster County,42071,Donald Trump,PA,137914
Lancaster County,42071,Hillary Clinton,PA,91093
Lancaster County,42071,Gary Johnson,PA,8555
Lancaster County,42071,Jill Stein,PA,2021
Lancaster County,42071,Darrell Castle,PA,1529
Baltimore city,24510,Hillary Clinton,MD,202673
Baltimore city,24510,Donald Trump,MD,25205
Baltimore city,24510,Gary Johnson,MD,4568
Baltimore city,24510,Jill Stein,MD,4087
Douglas County,31055,Hillary Clinton,NE,113798
Douglas County,31055,Donald Trump,NE,108077
Douglas County,31055,Gary Johnson,NE,10402
Douglas County,31055,Jill Stein,NE,2882
Waukesha County,55133,Donald Trump,WI,142543
Waukesha County,55133,Hillary Clinton,WI,79224
Waukesha County,55133,Gary Johnson,WI,8897
Waukesha County,55133,Jill Stein,WI,1673
Waukesha County,55133,Darrell Castle,WI,839
Waukesha County,55133,Rocky De La Fuente,WI,82
Waukesha County,55133,Monica Moorehead,WI,64
Sarasota County,12115,Donald Trump,FL,124438
Sarasota County,12115,Hillary Clinton,FL,97870
Sarasota County,12115,Gary Johnson,FL,4715
Sarasota County,12115,Jill Stein,FL,1596
Sarasota County,12115,Darrell Castle,FL,314
Sarasota County,12115,Rocky De La Fuente,FL,125
Dakota County,27037,Hillary Clinton,MN,110483
Dakota County,27037,Donald Trump,MN,99583
Dakota County,27037,Gary Johnson,MN,9879
Dakota County,27037,Evan McMullin,MN,4501
Dakota County,27037,Jill Stein,MN,2678
Dakota County,27037,Dan Vacek,MN,872
Dakota County,27037,Darrell Castle,MN,649
Dakota County,27037,Rocky De La Fuente,MN,119
Dakota County,27037,Alyson Kennedy,MN,102
Sonoma County,6097,Hillary Clinton,CA,160435
Sonoma County,6097,Donald Trump,CA,51408
Sonoma County,6097,Gary Johnson,CA,8987
Sonoma County,6097,Jill Stein,CA,7347
Sonoma County,6097,Gloria La Riva,CA,679
Polk County,19153,Hillary Clinton,IA,119804
Polk County,19153,Donald Trump,IA,93492
Polk County,19153,Gary Johnson,IA,10029
Polk County,19153,Evan McMullin,IA,2380
Polk County,19153,Jill Stein,IA,1737
Polk County,19153,Darrell Castle,IA,672
Polk County,19153,Lynn Kahn,IA,221
Polk County,19153,Dan Vacek,IA,200
Polk County,19153,Rocky De La Fuente,IA,73
Polk County,19153,Gloria La Riva,IA,51
Spokane County,53063,Donald Trump,WA,113435
Spokane County,53063,Hillary Clinton,WA,93767
Spokane County,53063,Gary Johnson,WA,13227
Spokane County,53063,Jill Stein,WA,4185
Spokane County,53063,Darrell Castle,WA,2043
Spokane County,53063,Alyson Kennedy,WA,346
Spokane County,53063,Gloria La Riva,WA,243
Camden County,34007,Hillary Clinton,NJ,146717
Camden County,34007,Donald Trump,NJ,72631
Camden County,34007,Gary Johnson,NJ,4245
Camden County,34007,Jill Stein,NJ,2003
Camden County,34007,Darrell Castle,NJ,752
Camden County,34007,Rocky De La Fuente,NJ,77
Camden County,34007,Monica Moorehead,NJ,74
Camden County,34007,Gloria La Riva,NJ,50
Camden County,34007,Alyson Kennedy,NJ,43
Seminole County,12117,Donald Trump,FL,109443
Seminole County,12117,Hillary Clinton,FL,105914
Seminole County,12117,Gary Johnson,FL,6811
Seminole County,12117,Jill Stein,FL,1974
Seminole County,12117,Darrell Castle,FL,516
Seminole County,12117,Rocky De La Fuente,FL,229
San Joaquin County,6077,Hillary Clinton,CA,121124
San Joaquin County,6077,Donald Trump,CA,88936
San Joaquin County,6077,Gary Johnson,CA,8049
San Joaquin County,6077,Jill Stein,CA,3134
San Joaquin County,6077,Gloria La Riva,CA,903
Union County,34039,Hillary Clinton,NJ,147414
Union County,34039,Donald Trump,NJ,68114
Union County,34039,Gary Johnson,NJ,3628
Union County,34039,Jill Stein,NJ,1779
Union County,34039,Alyson Kennedy,NJ,450
Union County,34039,Darrell Castle,NJ,311
Union County,34039,Gloria La Riva,NJ,149
Union County,34039,Rocky De La Fuente,NJ,91
Union County,34039,Monica Moorehead,NJ,39
Hudson County,34017,Hillary Clinton,NJ,163917
Hudson County,34017,Donald Trump,NJ,49043
Hudson County,34017,Gary Johnson,NJ,2922
Hudson County,34017,Jill Stein,NJ,2657
Hudson County,34017,Gloria La Riva,NJ,347
Hudson County,34017,Darrell Castle,NJ,182
Hudson County,34017,Alyson Kennedy,NJ,113
